HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,0,Tx,Horizontal,2019/03/13,16:44:58
BS1,BS2,RT1
-10,-10,0.0
AO settings - B2AO0,...,B2AO31,B1AO0,...,B1AO31 
2.8010,2.3095,5.8183,0.6437,3.8653,3.4733,3.2132,1.5288,3.6697,1.3968,3.4660,4.7084,2.2577,2.2737,1.6186,0.1757,5.7644,2.1059,2.5940,0.8820,0.9684,1.1690,4.5157,5.2557,2.5654,2.9544,1.4950,2.2084,5.7939,2.5308,0.7750,1.5193,5.2077,4.8064,4.7818,4.2549,1.3184,4.1070,4.3914,1.7931,2.9452,5.2345,2.1536,4.9335,0.5984,1.8171,1.3235,3.2385,1.9866,1.7833,2.1510,2.9001,5.6687,5.6525,5.8479,3.7128,4.9432,0.9743,0.7073,2.4969,3.9856,5.1438,4.6600,1.6686
Freq,S11dB,S11deg,S21dB,S21deg,S12dB,S12deg,S22dB,S22deg
7.65000000000E+10,-1.49297190212E+01,+6.13478592477E+00,-2.93685966811E+01,+2.01909745613E+01,-2.93003626066E+01,+4.95567658957E+01,-1.11750377624E+01,-1.04537913238E+02
7.65500000000E+10,-1.48077250156E+01,+3.54843059024E+00,-2.90704421621E+01,+9.31634848601E+00,-2.88756542830E+01,+4.02836965253E+01,-1.13223011782E+01,-1.21799568406E+02
7.66000000000E+10,-1.46816217502E+01,+8.76438220670E-01,-2.86964090663E+01,-1.88342396896E+00,-2.86290491837E+01,+2.56297375859E+01,-1.15877011815E+01,-1.38433521641E+02
7.66500000000E+10,-1.45489303305E+01,-1.59084106211E+00,-2.84409164781E+01,-1.29778949482E+01,-2.87148127001E+01,+1.44416879319E+01,-1.19876746162E+01,-1.53982669306E+02
7.67000000000E+10,-1.44456631256E+01,-4.20882877736E+00,-2.82382671932E+01,-2.52734753084E+01,-2.84395731392E+01,+6.49713650040E+00,-1.24165214470E+01,-1.68651212348E+02
7.67500000000E+10,-1.44114503828E+01,-6.62596824621E+00,-2.81907507326E+01,-3.74195549691E+01,-2.82019455620E+01,-7.13948379118E+00,-1.28195811947E+01,+1.77727347842E+02
7.68000000000E+10,-1.43911090761E+01,-9.26737548952E+00,-2.81656334116E+01,-5.03544395979E+01,-2.80398170727E+01,-2.12358141997E+01,-1.31964731103E+01,+1.64961795386E+02
7.68500000000E+10,-1.43861130747E+01,-1.19642819478E+01,-2.82643329786E+01,-6.36468992545E+01,-2.81632406239E+01,-3.50943619898E+01,-1.35075173320E+01,+1.53222147716E+02
7.69000000000E+10,-1.43970283426E+01,-1.48248743377E+01,-2.83479308285E+01,-7.69360539950E+01,-2.81924367110E+01,-4.70980949683E+01,-1.37533400835E+01,+1.41661003951E+02
7.69500000000E+10,-1.43582673968E+01,-1.78100297737E+01,-2.83671612028E+01,-9.00966071538E+01,-2.79324186938E+01,-6.08807254051E+01,-1.39913312301E+01,+1.30316767465E+02
7.70000000000E+10,-1.43005919989E+01,-2.08256305113E+01,-2.85274939120E+01,-1.03800239558E+02,-2.84743340695E+01,-7.70908416872E+01,-1.41449713049E+01,+1.19232947114E+02
7.70500000000E+10,-1.42315368241E+01,-2.36071301237E+01,-2.86442434211E+01,-1.16812392311E+02,-2.82161382181E+01,-8.70494331361E+01,-1.43291381402E+01,+1.08182242384E+02
7.71000000000E+10,-1.40270864963E+01,-2.67715716297E+01,-2.88659803180E+01,-1.30406050494E+02,-2.81534303130E+01,-1.07294159387E+02,-1.43819244960E+01,+9.68357820800E+01
7.71500000000E+10,-1.37992028221E+01,-2.96811276919E+01,-2.92978815781E+01,-1.43585692358E+02,-2.96368032436E+01,-1.22450383057E+02,-1.43795074855E+01,+8.52440280803E+01
7.72000000000E+10,-1.36554467358E+01,-3.23315849285E+01,-2.96724720582E+01,-1.57192004547E+02,-3.02102639212E+01,-1.27563936559E+02,-1.44057169703E+01,+7.42986785517E+01
7.72500000000E+10,-1.35284932530E+01,-3.53708558094E+01,-3.01971676681E+01,-1.69805737881E+02,-3.00932017596E+01,-1.36360814843E+02,-1.44245377254E+01,+6.27672345686E+01
7.73000000000E+10,-1.34724536310E+01,-3.84002619273E+01,-3.08370813708E+01,+1.77700853245E+02,-3.00307088531E+01,-1.49414131446E+02,-1.45417683194E+01,+5.00049710992E+01
7.73500000000E+10,-1.34768936476E+01,-4.12577417552E+01,-3.15075788551E+01,+1.65755230872E+02,-3.05316142302E+01,-1.65412319281E+02,-1.47326908510E+01,+3.62993829248E+01
7.74000000000E+10,-1.34761204439E+01,-4.41502819572E+01,-3.22617662187E+01,+1.54349977450E+02,-3.18476963086E+01,-1.72377313300E+02,-1.50272120369E+01,+2.12016696776E+01
7.74500000000E+10,-1.34973490452E+01,-4.75121577934E+01,-3.32061840400E+01,+1.42715464202E+02,-3.26358576963E+01,+1.76963577743E+02,-1.54990326524E+01,+5.40200853754E+00
7.75000000000E+10,-1.35643470976E+01,-5.08319080202E+01,-3.41675932674E+01,+1.32106776028E+02,-3.35580020871E+01,+1.61252311476E+02,-1.59783662224E+01,-1.13393572982E+01
7.75500000000E+10,-1.36133275509E+01,-5.40262980908E+01,-3.53831445391E+01,+1.21999157516E+02,-3.55180227581E+01,+1.59412890003E+02,-1.65667489183E+01,-2.95029992008E+01
7.76000000000E+10,-1.36333464957E+01,-5.70966774258E+01,-3.64623406855E+01,+1.13809018412E+02,-3.58174541810E+01,+1.40983727194E+02,-1.73303604695E+01,-4.78617218757E+01
7.76500000000E+10,-1.36304199859E+01,-6.02707875842E+01,-3.76032624489E+01,+1.06175250590E+02,-3.83774287557E+01,+1.45729596797E+02,-1.80837766088E+01,-6.68149249725E+01
7.77000000000E+10,-1.35817248418E+01,-6.33405137504E+01,-3.89223771083E+01,+1.03763128705E+02,-3.82769419821E+01,+1.39146165987E+02,-1.89892569280E+01,-8.68379969835E+01
7.77500000000E+10,-1.35341126278E+01,-6.62996653647E+01,-3.98782250529E+01,+1.03841787908E+02,-4.15870802444E+01,+1.30431004410E+02,-1.99463000741E+01,-1.06988945139E+02
7.78000000000E+10,-1.34642459415E+01,-6.89803055732E+01,-3.98967664277E+01,+1.05388419127E+02,-3.97754426664E+01,+1.30479988066E+02,-2.08661052831E+01,-1.28397563945E+02
7.78500000000E+10,-1.33930782092E+01,-7.17010381926E+01,-3.94819067826E+01,+1.05744340957E+02,-4.04931738781E+01,+1.35719016680E+02,-2.17355734542E+01,-1.50970498351E+02
7.79000000000E+10,-1.33548662733E+01,-7.41527403740E+01,-3.85608368283E+01,+1.03432449970E+02,-4.08711377013E+01,+1.35262631280E+02,-2.22827148560E+01,-1.74788668498E+02
7.79500000000E+10,-1.33204672907E+01,-7.66729588898E+01,-3.76113786838E+01,+9.67946905159E+01,-3.71480290638E+01,+1.31940273767E+02,-2.25981559647E+01,+1.58582208713E+02
7.80000000000E+10,-1.33501354599E+01,-7.90778245792E+01,-3.66960849386E+01,+8.98601846730E+01,-3.68366126137E+01,+1.05099573430E+02,-2.27827127305E+01,+1.29693337636E+02
7.80500000000E+10,-1.33724759727E+01,-8.13453100847E+01,-3.60592682124E+01,+7.91713741389E+01,-3.76459979157E+01,+9.33355419430E+01,-2.24601760268E+01,+9.95284234044E+01
7.81000000000E+10,-1.33945356100E+01,-8.35731372279E+01,-3.58903193582E+01,+6.86056790095E+01,-3.63204701236E+01,+8.63715052766E+01,-2.17590286025E+01,+6.90189020459E+01
7.81500000000E+10,-1.33816787366E+01,-8.58462332712E+01,-3.55683440566E+01,+5.97073194858E+01,-3.32941425380E+01,+8.47296380751E+01,-2.06863786275E+01,+4.06567407062E+01
7.82000000000E+10,-1.33188134054E+01,-8.82602584287E+01,-3.55648392318E+01,+4.81851050692E+01,-3.37514512248E+01,+5.35049729655E+01,-1.93034405151E+01,+1.18801286612E+01
7.82500000000E+10,-1.31863617106E+01,-9.09735973815E+01,-3.56530251972E+01,+4.11162030685E+01,-3.44089784912E+01,+4.33694403265E+01,-1.78956971523E+01,-1.55362646613E+01
7.83000000000E+10,-1.30403423678E+01,-9.41166171000E+01,-3.55573514522E+01,+3.18289973006E+01,-3.33946866942E+01,+4.36402545927E+01,-1.63472695074E+01,-4.16092373900E+01
7.83500000000E+10,-1.28453626926E+01,-9.75670526283E+01,-3.53211521613E+01,+2.23671426935E+01,-3.20735019792E+01,+3.70391012196E+01,-1.47697433729E+01,-6.65955095932E+01
7.84000000000E+10,-1.26642788139E+01,-1.01555690422E+02,-3.51156832037E+01,+1.46981705498E+01,-3.25469701003E+01,+4.07555899477E+01,-1.34317645061E+01,-9.09634418938E+01
7.84500000000E+10,-1.25201513176E+01,-1.05807953243E+02,-3.45550402580E+01,+4.74211818521E+00,-3.07647291537E+01,+1.58306912837E+01,-1.23750037636E+01,-1.13106966690E+02
7.85000000000E+10,-1.24418867533E+01,-1.09757953736E+02,-3.43095184036E+01,-3.88698170057E+00,-3.26911722774E+01,+1.17031051959E+01,-1.14323117457E+01,-1.35192209833E+02
7.85500000000E+10,-1.24047798445E+01,-1.13748271001E+02,-3.40033281345E+01,-1.22686779191E+01,-2.15918485426E+01,+2.08443009321E+01,-1.08011278867E+01,-1.55541452797E+02
7.86000000000E+10,-1.24602049067E+01,-1.17786729464E+02,-3.39019846375E+01,-2.06576526943E+01,-3.13007815764E+01,-2.11692091614E+01,-1.01061325371E+01,-1.74975493159E+02
7.86500000000E+10,-1.25944378241E+01,-1.21503035768E+02,-3.38083447597E+01,-2.74319322382E+01,-3.08348127512E+01,-1.81115748219E-01,-9.81369863556E+00,+1.65983497076E+02
7.87000000000E+10,-1.27814428650E+01,-1.24833448535E+02,-3.33362663533E+01,-3.43616546244E+01,-2.87783011030E+01,-4.21489364806E+01,-9.46960310001E+00,+1.47130679428E+02
7.87500000000E+10,-1.29667704235E+01,-1.27906382278E+02,-3.29567931704E+01,-4.28505497408E+01,-3.07771638770E+01,-4.63617577590E+01,-9.28309028531E+00,+1.28351974784E+02
7.88000000000E+10,-1.31736021194E+01,-1.30886509818E+02,-3.22615359366E+01,-5.10659103644E+01,-3.26621641234E+01,-4.54096508429E+01,-9.20583989256E+00,+1.09946909107E+02
7.88500000000E+10,-1.33463378946E+01,-1.33650802982E+02,-3.14762052926E+01,-6.17105509610E+01,-3.01241768454E+01,-3.92869111884E+01,-9.22807926240E+00,+9.09724310417E+01
7.89000000000E+10,-1.34785696270E+01,-1.36546285242E+02,-3.08414737512E+01,-7.28238764629E+01,-3.02072207766E+01,-4.94013712472E+01,-9.43530039283E+00,+7.13693329304E+01
7.89500000000E+10,-1.35581284236E+01,-1.39673605083E+02,-3.01369806935E+01,-8.45861503168E+01,-2.92538764135E+01,-5.83116465185E+01,-9.75104549712E+00,+5.15281480815E+01
7.90000000000E+10,-1.36435797597E+01,-1.42726281333E+02,-2.95011241633E+01,-9.84829396531E+01,-2.97733615647E+01,-7.07070380104E+01,-1.02334924871E+01,+3.12218798785E+01
7.90500000000E+10,-1.36936247770E+01,-1.45437451305E+02,-2.90865645535E+01,-1.12467680087E+02,-2.86382365365E+01,-8.21507944425E+01,-1.09163735496E+01,+1.04749841973E+01
7.91000000000E+10,-1.37104448143E+01,-1.48135054899E+02,-2.88086455778E+01,-1.26557677320E+02,-2.89359887401E+01,-1.00019425400E+02,-1.17798955642E+01,-1.06189976867E+01
7.91500000000E+10,-1.36824354115E+01,-1.50826149405E+02,-2.86829473578E+01,-1.41991439931E+02,-2.86282611709E+01,-1.12868867959E+02,-1.28199470445E+01,-3.22956526040E+01
7.92000000000E+10,-1.36602671327E+01,-1.53236822891E+02,-2.86845477156E+01,-1.55702539939E+02,-2.88586852847E+01,-1.28654248336E+02,-1.39611044099E+01,-5.42285338374E+01
7.92500000000E+10,-1.35969203979E+01,-1.55504056753E+02,-2.88780940558E+01,-1.67450277925E+02,-2.98334917660E+01,-1.36249040770E+02,-1.52485878808E+01,-7.67207397035E+01
7.93000000000E+10,-1.35639832183E+01,-1.57833607744E+02,-2.92706703895E+01,-1.78927305840E+02,-2.94887186099E+01,-1.51514162642E+02,-1.64986120112E+01,-9.96201879158E+01
7.93500000000E+10,-1.35647090042E+01,-1.60068279068E+02,-2.94988917079E+01,+1.73115763033E+02,-3.00979375668E+01,-1.59620168292E+02,-1.77958773225E+01,-1.22034904324E+02
7.94000000000E+10,-1.35405846777E+01,-1.62234250192E+02,-2.97558268039E+01,+1.62826467553E+02,-3.03795909469E+01,-1.67553522466E+02,-1.86942440400E+01,-1.43960784663E+02
7.94500000000E+10,-1.34897253586E+01,-1.64954745738E+02,-3.00188230116E+01,+1.52834798662E+02,-3.02601399741E+01,-1.76987183297E+02,-1.90475240919E+01,-1.66235137374E+02
7.95000000000E+10,-1.35204114580E+01,-1.67897687223E+02,-3.01695990115E+01,+1.44144547446E+02,-3.06001466668E+01,+1.72315578262E+02,-1.89603600167E+01,+1.69185087550E+02
7.95500000000E+10,-1.34629584436E+01,-1.70603271153E+02,-2.98854100829E+01,+1.35934297058E+02,-2.99504328827E+01,+1.63271616419E+02,-1.89396324488E+01,+1.47080821596E+02
7.96000000000E+10,-1.33189005340E+01,-1.74445231852E+02,-2.92661609500E+01,+1.24387351409E+02,-3.00748056888E+01,+1.52374391918E+02,-1.85928523708E+01,+1.25869279107E+02
7.96500000000E+10,-1.33221108550E+01,-1.78408207953E+02,-2.92461544615E+01,+1.12072375322E+02,-2.95174628227E+01,+1.41795719481E+02,-1.78779664517E+01,+1.06462730623E+02
7.97000000000E+10,-1.34100037953E+01,+1.79075585535E+02,-2.92860039944E+01,+1.03496150671E+02,-2.92912084242E+01,+1.30773728560E+02,-1.72658843753E+01,+8.50514059133E+01
7.97500000000E+10,-1.31769737220E+01,+1.76706410307E+02,-2.87834854069E+01,+9.37779010075E+01,-2.92372836110E+01,+1.23108984034E+02,-1.69245772965E+01,+6.38232850897E+01
7.98000000000E+10,-1.29165956898E+01,+1.72130134638E+02,-2.83031411126E+01,+8.16155139853E+01,-2.82194260551E+01,+1.11686212824E+02,-1.68221648695E+01,+4.37789758366E+01
7.98500000000E+10,-1.29159093315E+01,+1.67436035178E+02,-2.79801243057E+01,+6.87670427747E+01,-2.79353629477E+01,+9.53261271529E+01,-1.68202228779E+01,+2.37391174331E+01
7.99000000000E+10,-1.30416739868E+01,+1.64427751101E+02,-2.79113294976E+01,+5.72073741112E+01,-2.80764673286E+01,+8.63876607709E+01,-1.68470326002E+01,+5.15370199740E+00
7.99500000000E+10,-1.30353097092E+01,+1.62352079906E+02,-2.77985832064E+01,+4.64321857594E+01,-2.78547666453E+01,+7.24626824166E+01,-1.69961723538E+01,-1.33472552750E+01
8.00000000000E+10,-1.28417230256E+01,+1.58859932738E+02,-2.75295927259E+01,+3.59113924121E+01,-2.79456071669E+01,+6.21306313750E+01,-1.73113452157E+01,-3.16466644721E+01
HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,0,Tx,Horizontal,2019/03/13,16:45:20
BS1,BS2,RT1
-10,-10,0.0
AO settings - B2AO0,...,B2AO31,B1AO0,...,B1AO31 
0.9413,4.0825,1.1083,3.2982,0.7530,1.1120,5.0051,4.6051,2.7122,1.2407,5.5805,0.5576,3.0997,1.9906,4.5534,1.3925,1.8912,0.2414,1.2874,5.9618,1.7923,3.9187,5.5337,4.1182,4.5875,3.3612,4.3638,1.0162,4.9666,0.3003,1.6084,2.7589,0.2232,0.4424,2.0148,3.2179,1.4016,1.5550,3.8570,2.7450,5.5919,4.2005,4.3816,1.1804,3.8430,0.6462,2.9225,5.7701,3.7451,4.4260,0.3829,5.0323,0.2995,4.1889,4.9390,1.2524,1.1637,3.2462,3.9717,3.0707,5.3104,4.1481,3.8568,5.6971
Freq,S11dB,S11deg,S21dB,S21deg,S12dB,S12deg,S22dB,S22deg
7.50000000000E+10,-1.52520079443E+01,+1.11335099687E+02,-3.02758118533E+01,-2.74897162301E+00,-2.99533404689E+01,+2.18932251562E+01,-1.50134662941E+01,+1.69455532131E+02
7.50500000000E+10,-1.51848028761E+01,+1.08172163313E+02,-2.98570542581E+01,-1.33617548268E+01,-3.03388549478E+01,+1.21057624201E+01,-1.33787375178E+01,+1.49983847410E+02
7.51000000000E+10,-1.51729470791E+01,+1.05065958031E+02,-2.93857612615E+01,-2.43626500681E+01,-2.96225022646E+01,+1.50478366795E+00,-1.22206725585E+01,+1.29037949037E+02
7.51500000000E+10,-1.50934565488E+01,+1.01685604840E+02,-2.89033278688E+01,-3.64984147804E+01,-2.90783471007E+01,-9.34595424137E+00,-1.14504021997E+01,+1.07985509276E+02
7.52000000000E+10,-1.50709639398E+01,+9.83224223074E+01,-2.85942966941E+01,-4.87157883606E+01,-2.86080193148E+01,-2.16299770152E+01,-1.08946230430E+01,+8.71598863445E+01
7.52500000000E+10,-1.49667565939E+01,+9.50391502995E+01,-2.82793837519E+01,-6.03562637938E+01,-2.83466908521E+01,-3.64838766860E+01,-1.05239498099E+01,+6.61911527019E+01
7.53000000000E+10,-1.48434003717E+01,+9.15857393734E+01,-2.80489748095E+01,-7.27208476722E+01,-2.79038345229E+01,-4.79863893797E+01,-1.02965774119E+01,+4.51653389123E+01
7.53500000000E+10,-1.47334062857E+01,+8.81814093067E+01,-2.78475852882E+01,-8.45036459889E+01,-2.76230291493E+01,-5.75636958856E+01,-1.01767438090E+01,+2.34792214927E+01
7.54000000000E+10,-1.46111900483E+01,+8.48767397463E+01,-2.76356010616E+01,-9.66874736526E+01,-2.72499336220E+01,-7.26773808682E+01,-1.01717762964E+01,+2.04340240900E+00
7.54500000000E+10,-1.44408583212E+01,+8.12236437836E+01,-2.73921746457E+01,-1.09098985986E+02,-2.74945985283E+01,-8.06966442280E+01,-1.01734489111E+01,-2.01701955653E+01
7.55000000000E+10,-1.43400686331E+01,+7.74808618395E+01,-2.72189569884E+01,-1.21200622271E+02,-2.70905794657E+01,-9.33279643029E+01,-1.02105837502E+01,-4.31488537262E+01
7.55500000000E+10,-1.41970774664E+01,+7.38230805088E+01,-2.69356318296E+01,-1.33051698589E+02,-2.66021139046E+01,-1.06523624556E+02,-1.02904325138E+01,-6.67231710817E+01
7.56000000000E+10,-1.41021708103E+01,+6.99922827793E+01,-2.67786347986E+01,-1.45499946324E+02,-2.60225239809E+01,-1.19052722373E+02,-1.03725618124E+01,-9.07959733041E+01
7.56500000000E+10,-1.40526000434E+01,+6.62051997417E+01,-2.67656814968E+01,-1.58283725038E+02,-2.66591531035E+01,-1.33989409945E+02,-1.05045300865E+01,-1.15152534397E+02
7.57000000000E+10,-1.40658729982E+01,+6.23844493346E+01,-2.67331943456E+01,-1.71898195542E+02,-2.68490370677E+01,-1.47107081905E+02,-1.05821617780E+01,-1.39190305107E+02
7.57500000000E+10,-1.40275517119E+01,+5.83534338545E+01,-2.68322622803E+01,+1.73626901598E+02,-2.68632479274E+01,-1.61116590333E+02,-1.06402965458E+01,-1.63139532406E+02
7.58000000000E+10,-1.40636713542E+01,+5.42662789818E+01,-2.70295900503E+01,+1.59398041485E+02,-2.72812014417E+01,-1.76083318651E+02,-1.06495216436E+01,+1.73276970499E+02
7.58500000000E+10,-1.40174105253E+01,+5.01133569067E+01,-2.72535829071E+01,+1.45628469275E+02,-2.76314381731E+01,+1.69852179954E+02,-1.07015899612E+01,+1.50338352086E+02
7.59000000000E+10,-1.40084421247E+01,+4.60086247144E+01,-2.76279349267E+01,+1.32848354773E+02,-2.86698077758E+01,+1.59087032630E+02,-1.06751138947E+01,+1.28399896680E+02
7.59500000000E+10,-1.39462672132E+01,+4.18295593952E+01,-2.81186498577E+01,+1.20710905141E+02,-2.88182007310E+01,+1.47539818163E+02,-1.06457457521E+01,+1.07404313813E+02
7.60000000000E+10,-1.39169451626E+01,+3.76397628045E+01,-2.86149395125E+01,+1.09756939970E+02,-2.93382963770E+01,+1.36566121675E+02,-1.05932636153E+01,+8.69022259161E+01
7.60500000000E+10,-1.39644247683E+01,+3.34386508319E+01,-2.93232431761E+01,+9.99618236138E+01,-2.97263191728E+01,+1.27265357467E+02,-1.05619360803E+01,+6.67965073034E+01
7.61000000000E+10,-1.40565850593E+01,+2.95995299479E+01,-2.99335092786E+01,+9.15508057020E+01,-3.02830012590E+01,+1.16314092066E+02,-1.05759187472E+01,+4.68604024722E+01
7.61500000000E+10,-1.41768596350E+01,+2.58177969199E+01,-3.02004518864E+01,+8.34224618590E+01,-3.09406095925E+01,+1.10758275187E+02,-1.05818946747E+01,+2.72243038417E+01
7.62000000000E+10,-1.43623671914E+01,+2.21270821090E+01,-3.04046004151E+01,+7.59319670602E+01,-3.04020792532E+01,+1.03637301712E+02,-1.06199540959E+01,+7.78629277725E+00
7.62500000000E+10,-1.45370129258E+01,+1.91620092572E+01,-3.03579134770E+01,+6.82313265913E+01,-3.05902697511E+01,+9.38591298202E+01,-1.06862021497E+01,-1.15018978007E+01
7.63000000000E+10,-1.47034110988E+01,+1.61533136616E+01,-3.02514673520E+01,+5.95960580577E+01,-3.07031798503E+01,+8.60810514503E+01,-1.07862877374E+01,-3.06647305619E+01
7.63500000000E+10,-1.48467442177E+01,+1.34548652205E+01,-3.00948208984E+01,+5.07935032928E+01,-3.00825454506E+01,+7.72849114598E+01,-1.08899713503E+01,-4.97715448130E+01
7.64000000000E+10,-1.49540871571E+01,+1.11315852105E+01,-2.98696470600E+01,+4.09135236337E+01,-3.01793474979E+01,+6.87909040295E+01,-1.09667817030E+01,-6.84427441867E+01
7.64500000000E+10,-1.49475566655E+01,+8.70598894867E+00,-2.97197531075E+01,+3.04548877484E+01,-2.98947057894E+01,+5.85907418375E+01,-1.10621816710E+01,-8.67350706149E+01
7.65000000000E+10,-1.49305305791E+01,+6.13620599595E+00,-2.93837728802E+01,+2.03350996914E+01,-2.92669080095E+01,+4.95595644165E+01,-1.11753476529E+01,-1.04560130462E+02
7.65500000000E+10,-1.48083900716E+01,+3.55060760683E+00,-2.90518145516E+01,+9.48335998941E+00,-2.88996772123E+01,+4.02169259506E+01,-1.13232338521E+01,-1.21822490539E+02
7.66000000000E+10,-1.46825982946E+01,+8.75991155267E-01,-2.87098496164E+01,-1.80281603529E+00,-2.86167652047E+01,+2.56816470734E+01,-1.15883619299E+01,-1.38459390953E+02
7.66500000000E+10,-1.45498698352E+01,-1.59738509350E+00,-2.84509853970E+01,-1.29924257357E+01,-2.86897137222E+01,+1.45440913072E+01,-1.19886061521E+01,-1.54005629527E+02
7.67000000000E+10,-1.44460430055E+01,-4.21578006276E+00,-2.81973649031E+01,-2.53050762502E+01,-2.84150257462E+01,+6.69055133309E+00,-1.24177259564E+01,-1.68680278423E+02
7.67500000000E+10,-1.44112774055E+01,-6.62339536016E+00,-2.82117379027E+01,-3.75038516814E+01,-2.82004658657E+01,-7.16322245882E+00,-1.28208145065E+01,+1.77704046300E+02
7.68000000000E+10,-1.43922161089E+01,-9.26850492314E+00,-2.81739587467E+01,-5.00925607984E+01,-2.80392912091E+01,-2.12630857753E+01,-1.31967642548E+01,+1.64940014953E+02
7.68500000000E+10,-1.43871933878E+01,-1.19674692242E+01,-2.82201947020E+01,-6.39328979686E+01,-2.81899308939E+01,-3.50585258518E+01,-1.35078847839E+01,+1.53201701810E+02
7.69000000000E+10,-1.43976931453E+01,-1.48276920624E+01,-2.83610507363E+01,-7.69263856032E+01,-2.82116256922E+01,-4.73664732791E+01,-1.37538657084E+01,+1.41646730291E+02
7.69500000000E+10,-1.43587892208E+01,-1.78094818253E+01,-2.83359195649E+01,-9.01389521900E+01,-2.79053099493E+01,-6.10387890225E+01,-1.39920534496E+01,+1.30300063811E+02
7.70000000000E+10,-1.43003753653E+01,-2.08275802479E+01,-2.85160610861E+01,-1.03978388658E+02,-2.84657466886E+01,-7.68579263403E+01,-1.41446853002E+01,+1.19215437968E+02
7.70500000000E+10,-1.42320053355E+01,-2.36073335896E+01,-2.86547938096E+01,-1.16976222548E+02,-2.82260548638E+01,-8.71972552955E+01,-1.43289983266E+01,+1.08165228184E+02
7.71000000000E+10,-1.40276085761E+01,-2.67719679924E+01,-2.89086097773E+01,-1.30694950397E+02,-2.81298181455E+01,-1.07349187860E+02,-1.43828764163E+01,+9.68194850415E+01
7.71500000000E+10,-1.38001554661E+01,-2.96818169418E+01,-2.93083171616E+01,-1.44088285869E+02,-2.97032587243E+01,-1.22848262368E+02,-1.43801725512E+01,+8.52187389021E+01
7.72000000000E+10,-1.36563006627E+01,-3.23370519062E+01,-2.96806556018E+01,-1.56810051637E+02,-3.02182594160E+01,-1.28197788143E+02,-1.44058724132E+01,+7.42828657786E+01
7.72500000000E+10,-1.35290601097E+01,-3.53719420333E+01,-3.01621849709E+01,-1.69967165520E+02,-2.99913082916E+01,-1.36401406478E+02,-1.44256834686E+01,+6.27443041452E+01
7.73000000000E+10,-1.34732754888E+01,-3.84017352191E+01,-3.07549367398E+01,+1.77463953624E+02,-3.00699852121E+01,-1.49787506728E+02,-1.45420338406E+01,+4.99919783499E+01
7.73500000000E+10,-1.34779012339E+01,-4.12582277304E+01,-3.15043705466E+01,+1.65486515043E+02,-3.05069396006E+01,-1.65071171277E+02,-1.47337999783E+01,+3.62935094724E+01
7.74000000000E+10,-1.34772478515E+01,-4.41516488743E+01,-3.22506438653E+01,+1.54157103008E+02,-3.18139815705E+01,-1.72593708075E+02,-1.50276754480E+01,+2.11926922018E+01
7.74500000000E+10,-1.34992287972E+01,-4.75130670584E+01,-3.32140184860E+01,+1.43233614086E+02,-3.25777820147E+01,+1.76788964875E+02,-1.54999329701E+01,+5.39296106333E+00
7.75000000000E+10,-1.35664118910E+01,-5.08267875050E+01,-3.42746404121E+01,+1.32105425250E+02,-3.34381379633E+01,+1.60643376602E+02,-1.59791398574E+01,-1.13545402851E+01
7.75500000000E+10,-1.36141157681E+01,-5.40260622145E+01,-3.53438113857E+01,+1.22183449059E+02,-3.55816407409E+01,+1.59084538244E+02,-1.65675043544E+01,-2.95182333969E+01
7.76000000000E+10,-1.36338620296E+01,-5.71032522380E+01,-3.64796660012E+01,+1.13249855704E+02,-3.56595073575E+01,+1.40789046444E+02,-1.73319713828E+01,-4.78706553123E+01
7.76500000000E+10,-1.36313707217E+01,-6.02690173024E+01,-3.77034419167E+01,+1.06933146826E+02,-3.83398400659E+01,+1.45731923146E+02,-1.80851611629E+01,-6.68327448826E+01
7.77000000000E+10,-1.35828674186E+01,-6.33359741659E+01,-3.91746990179E+01,+1.02867933649E+02,-3.83501478133E+01,+1.37737224247E+02,-1.89913735578E+01,-8.68579288977E+01
7.77500000000E+10,-1.35353390069E+01,-6.63001774560E+01,-3.98172586785E+01,+1.03070306022E+02,-4.17162725127E+01,+1.29721331136E+02,-1.99480006206E+01,-1.06995591264E+02
7.78000000000E+10,-1.34658365450E+01,-6.89768153769E+01,-3.97601892462E+01,+1.05100569453E+02,-3.96156683106E+01,+1.30086431422E+02,-2.08673674572E+01,-1.28405399766E+02
7.78500000000E+10,-1.33941987655E+01,-7.16964272228E+01,-3.94444556629E+01,+1.06600079797E+02,-4.05436132254E+01,+1.36690496528E+02,-2.17373718511E+01,-1.50977954575E+02
7.79000000000E+10,-1.33556874928E+01,-7.41518737823E+01,-3.86853049617E+01,+1.03080575943E+02,-4.07263464136E+01,+1.33803334927E+02,-2.22855528895E+01,-1.74794604282E+02
7.79500000000E+10,-1.33214355012E+01,-7.66724145369E+01,-3.76340377213E+01,+9.73972138613E+01,-3.69687684354E+01,+1.31414193415E+02,-2.26027772085E+01,+1.58569323620E+02
7.80000000000E+10,-1.33505485676E+01,-7.90755063291E+01,-3.67959864154E+01,+8.99889010192E+01,-3.67350716098E+01,+1.05536969541E+02,-2.27854621988E+01,+1.29676964818E+02
7.80500000000E+10,-1.33733806238E+01,-8.13427070266E+01,-3.61255840857E+01,+7.92217867055E+01,-3.75807667939E+01,+9.36499604334E+01,-2.24617676507E+01,+9.95152884597E+01
